areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.000,,,,,2400.000,,,,2300.000,2300.000,2300.000,2300.000,2300.000,2275.000,2350.000,2400.000,2100.000,2100.000,2100.000,2400.000,2400.000,2500.000,2650.000,2350.000,2175.000,2150.000,2390.000,2000.000,2400.000,2600.000,2750.000,2300.000,2350.000,2500.000,2500.000,2450.000,2500.000,2400.000,2400.000,2400.000,2375.000,2299.000,2350.000,2600.000,2588.000,2490.000,2500.000,,2825.000,2825.000,2700.000,2500.000,2400.000,2500.000,2500.000,2500.000,2450.000,2800.000,2700.000,2575.000,2500.000,2500.000,2500.000,2500.000,2600.000,2625.000,2549.000,2548.000,2523.000,2600.000,2548.000,2500.000,2500.000,2800.000,2600.000,2497.000,2600.000,2500.000,2500.000,2650.000,2795.000,2800.000,3000.000,2804.000,3299.000,2800.000,2500.000,2550.000,2640.000,2640.000,2626.000,2550.000,2600.000,2900.000,3188.000,3400.000,3300.000,3450.000,2869.000,2743.000,3300.000,3150.000,3000.000,3000.000,3000.000,3175.000,3075.000,3175.000,3000.000
Soho,Manhattan,neighborhood,10000.000,14225.000,14225.000,10000.000,8998.000,11500.000,12000.000,13500.000,13000.000,14500.000,14000.000,14985.000,14995.000,15000.000,15500.000,15950.000,16750.000,15000.000,11700.000,10250.000,11900.000,12700.000,11950.000,9000.000,11950.000,11000.000,12000.000,10000.000,10000.000,8950.000,5645.000,6000.000,11700.000,12500.000,14000.000,15000.000,15000.000,17000.000,17000.000,14995.000,14125.000,12000.000,8500.000,6240.000,6240.000,10500.000,10299.000,10000.000,10000.000,9000.000,12000.000,12500.000,10000.000,14750.000,11500.000,8500.000,12500.000,16000.000,15375.000,13000.000,15000.000,16500.000,13725.000,12750.000,8000.000,8768.000,7248.000,10000.000,16375.000,16500.000,17500.000,13750.000,14104.000,14208.000,14500.000,13750.000,13659.000,13705.000,8125.000,14450.000,13950.000,14950.000,15000.000,13750.000,14500.000,14500.000,15288.000,14950.000,13000.000,13000.000,10750.000,10000.000,10000.000,10750.000,13600.000,13950.000,13950.000,12950.000,11917.000,14500.000,13750.000,12000.000,9995.000,10500.000,15000.000,15000.000,16748.000,15000.000,15000.000,15750.000,15000.000,14995.000,13625.000,14500.000,13000.000,13995.000,15000.000,14998.000,17250.000,17475.000,16725.000,16500.000,14800.000,6950.000,6995.000,7293.000,7000.000,7195.000,8823.000,9375.000,10000.000,9775.000,8500.000,10000.000,12495.000,10500.000,15000.000,13375.000,11498.000,9995.000,15250.000,16500.000,16500.000,16748.000,18500.000,9300.000,8750.000,8395.000,9100.000,12498.000,16000.000,13997.000,18000.000,14000.000
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.000,,,,,,,2400.000,,,,,,,,,,,,,,,,,,,,,,,,,2200.000,,,,,,,,,,
South Brooklyn,Brooklyn,submarket,2225.000,2150.000,2200.000,2250.000,2050.000,2000.000,2500.000,2350.000,2250.000,2195.000,2200.000,2125.000,2000.000,2100.000,2000.000,2000.000,1900.000,2072.000,2150.000,2450.000,2450.000,2450.000,2400.000,2050.000,2400.000,2200.000,2200.000,2300.000,2400.000,2200.000,2500.000,2400.000,2300.000,2400.000,2300.000,2300.000,2275.000,2200.000,2395.000,2350.000,2200.000,2250.000,2400.000,2400.000,2300.000,2373.000,2400.000,2400.000,2350.000,2400.000,2400.000,2300.000,2450.000,2500.000,2450.000,2400.000,2444.000,2500.000,2325.000,2350.000,2400.000,2495.000,2400.000,2495.000,2500.000,2500.000,2500.000,2500.000,2450.000,2450.000,2450.000,2450.000,2500.000,2400.000,2425.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2463.000,2475.000,2400.000,2450.000,2500.000,2500.000,2500.000,2550.000,2500.000,2500.000,2500.000,2499.000,2499.000,2500.000,2500.000,2500.000,2500.000,2500.000,2550.000,2600.000,2600.000,2553.000,2521.000,2500.000,2500.000,2500.000,2500.000,2520.000,2600.000,2600.000,2650.000,2600.000,2600.000,2550.000,2599.000,2600.000,2599.000,2600.000,2600.000,2625.000,2650.000,2650.000,2684.000,2600.000,2599.000,2566.000,2597.000,2588.000,2550.000,2500.000,2500.000,2600.000,2600.000,2600.000,2600.000,2600.000,2650.000,2700.000,2700.000,2625.000,2700.000,2900.000,2900.000,2900.000,2999.000,3068.000,3100.000,3200.000,3200.000,3100.000
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Queens,Queens,submarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.000,1900.000,1750.000,,1750.000,1675.000,,1800.000,1900.000,2000.000,2300.000,2275.000,2200.000,2250.000,2400.000,2250.000,2050.000,2025.000,1925.000,2350.000,1950.000,2000.000,2150.000,2250.000,2250.000,2200.000,2000.000,2138.000,2200.000,2250.000,2400.000,2795.000,2500.000,2773.000,2400.000,2500.000,2700.000,2950.000,2500.000,2500.000,2625.000,2413.000,2425.000,2475.000,2625.000,2500.000,2300.000,2499.000,2438.000,2500.000,2350.000,2389.000,2350.000,2500.000,2500.000,2800.000,2500.000,2500.000,2475.000,2500.000,2400.000,2350.000,2400.000,2500.000,2600.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2550.000,2563.000,2525.000,2690.000,2700.000,2720.000,2800.000,2645.000,2600.000,2695.000,2695.000,2500.000,2500.000,2500.000,2500.000,2525.000,2499.000,2500.000,2500.000,2700.000,2800.000,2777.000,3000.000,2800.000,2800.000,2900.000,2800.000,2675.000,2650.000,2700.000,2700.000,3296.000,3103.000,3050.000,3050.000,2950.000
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Albans,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staten Island,Staten Island,borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.000,1925.000,1800.000,1775.000,1775.000,1925.000,1985.000,2200.000,2200.000,2000.000,2000.000,2050.000,2000.000,1900.000,1941.000,1925.000,1900.000,1900.000,1950.000,1950.000,1975.000,2100.000,2000.000,2025.000,2050.000,2075.000,2075.000,2250.000,2250.000,2225.000,2275.000,2250.000,2225.000,2225.000,2100.000,2250.000,2275.000,2110.000,2100.000,2200.000,2155.000,2300.000,2500.000,2625.000,,,,2475.000,2450.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2400.000,2375.000,2300.000,2300.000,2175.000,2175.000,2200.000,2200.000,2325.000,2375.000,2400.000,2350.000,2500.000,,,2600.000,2500.000,,2550.000,2600.000,2500.000,,,,,2497.000,,2750.000,,2700.000,2700.000,2550.000,2325.000,2500.000,2500.000,2599.000,2725.000,2700.000,2500.000,2550.000,2500.000,2550.000,2400.000,2500.000,2600.000,2550.000,2700.000,2650.000
Stuyvesant Town/PCV,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6118.000,6088.000,5580.000,5458.000,4699.000,4011.000,,,,,,,,,5779.000,5583.000,5932.000,5936.000,5804.000,5665.000,5620.000,5392.000,,5390.000,5440.000,5565.000,5608.000,6079.000,6165.000,5946.000,5944.000,5770.000,5754.000,5874.000,5639.000,5476.000,5740.000,5656.000,5685.000,,5603.000,5383.000,4885.000,5614.000,5614.000,5635.000,,5800.000,,,,4886.000,4660.000,4825.000,4628.000,4561.000,4576.000,4510.000,4420.000,,,4681.000,4826.000,,,,,,,,,,,,,,4997.000,5434.000,4914.000,5878.000,5878.000,5600.000,5661.000,,,,4297.000,,,5049.000,5100.000,5225.000,,,,,,,,,,,,,
Sunnyside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.000,2750.000,2550.000,2600.000,2650.000,2400.000,2700.000,2995.000,3000.000,3100.000,2700.000,2900.000,3050.000,3000.000,3000.000,2925.000,2925.000,2750.000,2800.000,2925.000,2975.000,3200.000,3025.000,2875.000,2875.000,2875.000,2925.000,2850.000,2900.000,2850.000,2850.000,2750.000,3000.000,2950.000,2800.000,2800.000,2800.000,2500.000,2500.000,2600.000,2800.000,2750.000,2298.000,2600.000,2625.000,2725.000,2650.000,2650.000,2725.000,2995.000,3098.000,2900.000,2750.000,2650.000,2880.000,2899.000,2800.000,2900.000,2950.000,3000.000,2975.000,3000.000,3000.000,3000.000,2995.000,2799.000,2800.000,2800.000,2800.000,2750.000,2800.000,2750.000,2925.000,2800.000,2600.000,2600.000,2675.000,2750.000,2650.000,2750.000,2863.000,2900.000,2750.000,2800.000,3000.000,3000.000,2975.000,2950.000,2750.000,3150.000,3000.000,,,2950.000,3650.000
Sunset Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.000,2400.000,,2400.000,,,2200.000,2200.000,2200.000,,2400.000,2448.000,2400.000,2300.000,,,,,,,2495.000,2400.000,2400.000,2450.000,2400.000,2400.000,2325.000,2400.000,2495.000,2250.000,2400.000,2400.000,2375.000,2295.000,2300.000,2500.000,2600.000,2525.000,2525.000,2675.000,2500.000,2500.000,2400.000,2400.000,2400.000,2300.000,2400.000,2473.000,2450.000,2495.000,2400.000,2490.000,2450.000,2490.000,2400.000,2300.000,2300.000,2300.000,2350.000,2400.000,2500.000,2500.000,2499.000,2499.000,2413.000,2425.000,2475.000,2398.000,2425.000,2350.000,2350.000,2525.000,2713.000,2500.000,2500.000,2400.000,2499.000,2500.000,2499.000,2500.000,2475.000,2600.000,2700.000,2550.000,2499.000,2450.000,2400.000,2399.000,2325.000,2400.000,2347.000,2148.000,2100.000,2200.000,2299.000,2300.000,2495.000,2500.000,2475.000,2500.000,2500.000,2500.000,2400.000,2500.000,2680.000,2692.000,2600.000,2800.000,2770.000,2700.000,2800.000,2800.000,2700.000
The Rockaways,Queens,submarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.000,2200.000,,,,,,,1985.000,1985.000,1813.000,1800.000,1750.000,1825.000,,1775.000,1790.000,1795.000,1793.000,,,,2100.000,,,,,,,2123.000,1978.000,2173.000,2123.000,,,2000.000,,,2425.000,2363.000,,2475.000,2300.000,2350.000,,,,2175.000,,,2500.000,2700.000,3295.000,2500.000,2200.000,2300.000,2800.000,2800.000,2350.000,2299.000,2295.000,2297.000,2300.000,2313.000,2399.000,2399.000,2173.000,2399.000,2399.000,2399.000,2425.000,2450.000,2450.000,2450.000,2499.000,2499.000,2500.000,2400.000,2825.000,2500.000,2800.000,,2760.000,2832.000,,,3175.000,,,,2825.000,2400.000,2500.000,2650.000,2800.000,3100.000,2798.000,2795.000,2798.000,2795.000,2775.000,2800.000,3400.000,2800.000,2950.000,2975.000,2950.000
Throgs Neck,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425.000,,2375.000,2200.000,2200.000,2350.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.000,,,,,,2350.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribeca,Manhattan,neighborhood,11750.000,11500.000,12500.000,13725.000,15000.000,15000.000,15000.000,15000.000,15000.000,15625.000,15625.000,14000.000,14000.000,14000.000,12000.000,12000.000,10750.000,12000.000,11250.000,13500.000,12500.000,11000.000,10000.000,11700.000,14000.000,15000.000,15000.000,15000.000,15000.000,15995.000,15900.000,15000.000,15000.000,11950.000,14800.000,13750.000,14125.000,15000.000,16500.000,15000.000,15000.000,15000.000,12825.000,10998.000,11000.000,10625.000,11075.000,11995.000,11100.000,11500.000,12500.000,14000.000,13750.000,14000.000,14995.000,14000.000,12400.000,12250.000,12500.000,13000.000,13500.000,13000.000,14000.000,14950.000,15900.000,14500.000,13998.000,14000.000,14000.000,13250.000,14875.000,15000.000,14250.000,14500.000,16000.000,17595.000,17500.000,17000.000,17000.000,17000.000,17000.000,17500.000,17500.000,18000.000,17700.000,18000.000,17950.000,17000.000,16625.000,15950.000,15723.000,14950.000,15000.000,15000.000,15000.000,14998.000,15000.000,15000.000,15340.000,12950.000,13973.000,13500.000,13995.000,14968.000,13950.000,14985.000,15488.000,15494.000,14950.000,15244.000,14625.000,14625.000,14500.000,16500.000,18275.000,18110.000,17500.000,18388.000,18250.000,18388.000,18036.000,17725.000,18036.000,16558.000,16250.000,16000.000,15000.000,14677.000,15000.000,15900.000,15900.000,16625.000,16313.000,17625.000,17500.000,17500.000,17900.000,17500.000,17000.000,16000.000,16000.000,17500.000,17750.000,18000.000,17500.000,17500.000,18000.000,19000.000,18000.000,17000.000,19995.000,20000.000,19475.000,20000.000
University Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.000,1950.000,,,,,,,,,,,,,,,,,,,,,,,,2125.000,2200.000,2200.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.000,2300.000,,,,,,,,,,
