areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10
Oakland Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.000,,,,,1700.000,,,,,1700.000,,1675.000,,1673.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.000,1745.000,,,,,,,1850.000,1885.000,1895.000,1895.000,1895.000,1950.000,,,,2099.000,2100.000,
Ocean Parkway,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Slope,Brooklyn,neighborhood,1850.000,1850.000,1800.000,1850.000,1900.000,2000.000,2000.000,2000.000,2200.000,2300.000,2000.000,2000.000,1950.000,2150.000,2225.000,2150.000,2100.000,2175.000,2200.000,2250.000,2350.000,2450.000,2450.000,2400.000,2400.000,2300.000,2350.000,2398.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2350.000,2400.000,2400.000,2300.000,2288.000,2200.000,2200.000,2400.000,2400.000,2450.000,2450.000,2450.000,2450.000,2400.000,2400.000,2350.000,2279.000,2395.000,2350.000,2400.000,2450.000,2450.000,2500.000,2500.000,2375.000,2375.000,2550.000,2500.000,2500.000,2500.000,2500.000,2450.000,2475.000,2500.000,2500.000,2500.000,2500.000,2500.000,2550.000,2550.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2500.000,2495.000,2500.000,2499.000,2450.000,2495.000,2500.000,2500.000,2500.000,2500.000,2450.000,2400.000,2400.000,2450.000,2448.000,2495.000,2495.000,2500.000,2500.000,2463.000,2500.000,2500.000,2624.000,2500.000,2600.000,2550.000,2500.000,2500.000,2600.000,2675.000,2695.000,2700.000,2700.000,2600.000,2600.000,2585.000,2662.000,2650.000,2595.000,2595.000,2595.000,2595.000,2500.000,2495.000,2433.000,2395.000,2400.000,2350.000,2400.000,2400.000,2400.000,2395.000,2400.000,2495.000,2500.000,2500.000,2648.000,2750.000,2800.000,2800.000,2700.000,2800.000,2875.000,2900.000,3000.000,3250.000,3000.000,3125.000,3200.000,3295.000,3200.000
Parkchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.000,,,,,,,,,1195.000,1195.000,1225.000,1200.000,1195.000,1195.000,,,,,,,1225.000,1216.000,1210.000,1255.000,,,,,,,,,,,,1300.000,1350.000,1425.000,1425.000,,,,,1400.000,1340.000,1324.000,,1395.000,1360.000,1395.000,1370.000,1415.000,1443.000,,1446.000,1449.000,1475.000,1494.000,,1475.000,1483.000,1475.000,1480.000,1502.000,,,,1538.000,1550.000,1600.000,1600.000,,,,,,,,,,,,,,,,,,,,,,1600.000,1600.000,,1535.000,1600.000,,,,,,,1575.000,1600.000,,,
Pelham Bay,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.000,1300.000,,,,,,,,,,,,,,,,,,1500.000,1500.000,,,,,,,1450.000,1500.000,,,,,,,,,,,,,1625.000,1700.000,,1775.000,,,,1675.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.000,,1695.000,,,,,,,,,,,,,
Pelham Gardens,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Parkway,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.000,,1650.000,1575.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.000,,,,,,,,,,1688.000,1675.000,1705.000,1638.000,1650.000,1675.000,1750.000,1750.000,1675.000,1725.000,1725.000,,,,,1675.000,,,,,,1650.000,1750.000,,,1695.000,1688.000,1675.000,1713.000,
Pomonok,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Morris,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Heights,Brooklyn,neighborhood,1650.000,1600.000,1625.000,1773.000,1950.000,1925.000,1850.000,1800.000,1800.000,1975.000,2000.000,1550.000,1750.000,,,2075.000,2100.000,2100.000,2075.000,,2500.000,2150.000,,2213.000,1950.000,1795.000,1795.000,2150.000,2250.000,2300.000,2150.000,2155.000,,1950.000,1988.000,2100.000,2000.000,2250.000,2150.000,2125.000,2125.000,2138.000,2200.000,2250.000,2250.000,2250.000,2250.000,2225.000,2250.000,2250.000,2200.000,2225.000,2300.000,2300.000,2263.000,2288.000,2250.000,2300.000,2273.000,2250.000,2300.000,2350.000,2350.000,2425.000,2400.000,2350.000,2300.000,2300.000,2450.000,2425.000,2450.000,2400.000,2350.000,2500.000,2525.000,2550.000,2500.000,2550.000,2375.000,2400.000,2500.000,2475.000,2400.000,2400.000,2350.000,2395.000,2485.000,2600.000,2670.000,2700.000,2750.000,2688.000,2700.000,2700.000,2680.000,2680.000,2599.000,2680.000,2680.000,2475.000,2680.000,2680.000,2680.000,2500.000,2500.000,2441.000,2457.000,2500.000,2550.000,2550.000,2525.000,2613.000,2550.000,2700.000,2700.000,2590.000,2650.000,2690.000,2500.000,2650.000,2690.000,2725.000,2688.000,2700.000,2700.000,2700.000,2652.000,2685.000,2500.000,2500.000,2500.000,2500.000,2600.000,2550.000,2500.000,2500.000,2669.000,2663.000,2700.000,2690.000,2800.000,3000.000,3200.000,3475.000,3800.000,3798.000,3850.000,3975.000,4200.000,4250.000,4250.000,4125.000,4100.000,4095.000
Prospect Lefferts Gardens,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.000,1325.000,1350.000,1350.000,,,1350.000,1400.000,,,,,,1575.000,1600.000,1550.000,,1400.000,1500.000,1400.000,1450.000,1535.000,1500.000,1500.000,1550.000,1500.000,1525.000,1575.000,1595.000,1500.000,1513.000,1500.000,1550.000,1590.000,1600.000,1600.000,1595.000,1600.000,1600.000,1600.000,1625.000,1600.000,1650.000,1736.000,1690.000,1675.000,1699.000,1750.000,1900.000,1925.000,1900.000,1892.000,1850.000,1846.000,1785.000,1800.000,1800.000,1750.000,1750.000,1795.000,1795.000,1800.000,1800.000,1834.000,1763.000,1842.000,1817.000,1800.000,1800.000,1834.000,1950.000,1950.000,2000.000,1995.000,1950.000,1950.000,1925.000,1938.000,1825.000,1800.000,1850.000,1925.000,1994.000,1950.000,1995.000,1995.000,2150.000,1995.000,2050.000,1995.000,2000.000,2100.000,1895.000,1913.000,1939.000,1950.000,1925.000,1850.000,1800.000,1795.000,1795.000,1750.000,1725.000,1795.000,1750.000,1742.000,1800.000,1850.000,1895.000,1850.000,1900.000,2000.000,1995.000,1995.000,2000.000,2035.000,1925.000,2100.000,2200.000,2250.000,2675.000,2699.000,2150.000,2375.000
Prospect Park,Brooklyn,submarket,1800.000,1800.000,1750.000,1800.000,1895.000,1875.000,1900.000,1850.000,2000.000,2100.000,1825.000,1799.000,1850.000,2100.000,2100.000,2000.000,2100.000,2100.000,2100.000,2150.000,2300.000,2300.000,2350.000,2325.000,2300.000,2300.000,2300.000,2300.000,2200.000,2200.000,2100.000,2000.000,2100.000,2100.000,2000.000,2200.000,2100.000,2200.000,2150.000,2150.000,2150.000,2250.000,2300.000,2300.000,2300.000,2300.000,2300.000,2250.000,2250.000,2200.000,2200.000,2250.000,2250.000,2300.000,2300.000,2300.000,2300.000,2300.000,2200.000,2200.000,2396.000,2300.000,2300.000,2395.000,2300.000,2200.000,2200.000,2275.000,2350.000,2350.000,2395.000,2350.000,2400.000,2400.000,2400.000,2446.000,2400.000,2363.000,2350.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2300.000,2350.000,2354.000,2350.000,2350.000,2400.000,2398.000,2295.000,2208.000,2237.000,2300.000,2300.000,2300.000,2300.000,2325.000,2350.000,2350.000,2400.000,2335.000,2275.000,2300.000,2350.000,2350.000,2350.000,2300.000,2400.000,2450.000,2500.000,2400.000,2400.000,2350.000,2400.000,2400.000,2450.000,2500.000,2495.000,2500.000,2495.000,2494.000,2400.000,2350.000,2295.000,2250.000,2250.000,2200.000,2195.000,2200.000,2200.000,2200.000,2200.000,2300.000,2350.000,2450.000,2400.000,2600.000,2550.000,2500.000,2350.000,2600.000,2761.000,2750.000,2904.000,3000.000,2900.000,3000.000,3100.000,3200.000,3025.000
Prospect Park South,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.000,,,,,1325.000,,,,1263.000,,,1425.000,1325.000,1350.000,1450.000,1550.000,1550.000,,2300.000,2275.000,1900.000,1950.000,2181.000,2100.000,2186.000,1900.000,1950.000,1595.000,1650.000,1598.000,1650.000,1773.000,1750.000,1650.000,1650.000,1650.000,1650.000,1650.000,1900.000,1700.000,1850.000,1900.000,1825.000,1950.000,1850.000,1890.000,1800.000,1795.000,1795.000,1850.000,1800.000,1750.000,1725.000,1650.000,1675.000,1775.000,1875.000,1750.000,1750.000,1750.000,1780.000,1750.000,1795.000,1795.000,1798.000,1800.000,1750.000,1850.000,2063.000,1919.000,1990.000,1800.000,1773.000,1750.000,1795.000,1795.000,1788.000,1795.000,1800.000,1799.000,1875.000,1900.000,1900.000,1898.000,2050.000,1950.000,1800.000,2095.000,1900.000,1850.000,1900.000,1916.000,1899.000,1885.000,1900.000,1800.000,1800.000,1850.000,1798.000,1725.000,1750.000,1755.000,1777.000,1790.000,1895.000,1900.000,1995.000,1950.000,2150.000,1980.000,1924.000,1875.000,1895.000,2147.000,2109.000,2275.000,2025.000,2625.000,2775.000,2200.000,2225.000,2250.000
Queens,Queens,borough,1405.000,1450.000,1500.000,1500.000,1378.000,1375.000,1400.000,1400.000,1400.000,1400.000,1400.000,1363.000,1350.000,1350.000,1500.000,1563.000,1650.000,1675.000,1550.000,1650.000,1650.000,1550.000,1573.000,1600.000,1600.000,2513.000,2583.000,2300.000,2600.000,2595.000,2500.000,2450.000,2072.000,1950.000,1838.000,1875.000,1675.000,1750.000,1650.000,1675.000,1795.000,1850.000,1950.000,2000.000,2100.000,2023.000,1870.000,1800.000,1785.000,1775.000,1800.000,1800.000,1750.000,1850.000,1800.000,1875.000,1825.000,1850.000,1800.000,1800.000,1800.000,1800.000,1800.000,1800.000,1850.000,1875.000,1875.000,1900.000,1875.000,1850.000,1850.000,1875.000,1875.000,1900.000,1900.000,1975.000,1995.000,1999.000,1950.000,2000.000,2000.000,1950.000,1950.000,1950.000,1900.000,1895.000,1900.000,1895.000,1875.000,1875.000,1875.000,1950.000,1900.000,1900.000,1900.000,1875.000,1875.000,1875.000,1900.000,1900.000,1900.000,1900.000,1900.000,1900.000,1925.000,1900.000,1900.000,1899.000,1900.000,1900.000,1907.000,1950.000,1968.000,1950.000,1950.000,1969.000,1975.000,1975.000,1995.000,1950.000,1975.000,2000.000,2050.000,2100.000,2000.000,1950.000,1950.000,1900.000,1895.000,1850.000,1850.000,1850.000,1800.000,1800.000,1800.000,1825.000,1850.000,1900.000,1900.000,1900.000,1942.000,1950.000,1950.000,1950.000,1975.000,1975.000,1995.000,2000.000,2100.000,2200.000,2250.000,2295.000,2250.000,2300.000
Queens Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hook,Brooklyn,neighborhood,,,,,,,,,,1450.000,1488.000,,,,,,,,,,,,,,,,2000.000,,1950.000,2000.000,,,,,,,2000.000,,,,,,,,,,,,,1900.000,2200.000,2400.000,2400.000,,2300.000,2200.000,2150.000,1895.000,,,,1800.000,2000.000,1900.000,2400.000,2000.000,2000.000,2200.000,1899.000,2399.000,2450.000,2450.000,2387.000,,,,2300.000,2200.000,,,,,,2200.000,2300.000,,,,2585.000,2499.000,2500.000,,2088.000,,,,,1800.000,,,2000.000,1950.000,2000.000,1875.000,2400.000,2400.000,,2642.000,2113.000,2150.000,2400.000,,2650.000,2800.000,2600.000,2625.000,2400.000,2000.000,,,,,,,2500.000,2613.000,2400.000,2300.000,2100.000,2000.000,2200.000,2250.000,2000.000,1875.000,2150.000,2425.000,2550.000,2475.000,1940.000,1950.000,,2025.000,,,,,,2775.000,2800.000,3000.000,3050.000,3225.000,3500.000,2995.000
Rego Park,Queens,neighborhood,1363.000,1388.000,,1300.000,1350.000,,,,,1350.000,1350.000,1350.000,1350.000,1400.000,1400.000,,1350.000,1400.000,1400.000,1400.000,1425.000,1400.000,,1500.000,1513.000,1550.000,,,,,1450.000,1450.000,1450.000,1450.000,1450.000,1475.000,1600.000,1550.000,1525.000,1425.000,1400.000,1425.000,1600.000,1625.000,1650.000,1675.000,1600.000,1639.000,1613.000,1603.000,1550.000,1695.000,1725.000,1725.000,1750.000,1800.000,1825.000,1850.000,1850.000,1800.000,1900.000,1900.000,1888.000,1900.000,1899.000,1850.000,1850.000,1850.000,1785.000,1750.000,1798.000,1795.000,1900.000,1950.000,1950.000,1975.000,1950.000,1900.000,1938.000,2000.000,1987.000,1900.000,1988.000,2088.000,2050.000,1925.000,1850.000,1850.000,1850.000,1850.000,1850.000,1995.000,1925.000,1900.000,1852.000,1800.000,1795.000,1845.000,1858.000,1800.000,1795.000,1850.000,1850.000,1900.000,1873.000,1888.000,1850.000,1850.000,1825.000,1850.000,1890.000,1875.000,1850.000,1899.000,1999.000,1989.000,1936.000,1900.000,1921.000,1900.000,1865.000,1866.000,1950.000,1945.000,1950.000,1935.000,1850.000,1850.000,1850.000,1850.000,1850.000,1825.000,1825.000,1800.000,1800.000,1825.000,1825.000,1850.000,1850.000,1850.000,1850.000,1938.000,1950.000,1925.000,1966.000,1900.000,1900.000,1900.000,1950.000,2000.000,2050.000,2100.000,2050.000,2095.000
Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.000,1450.000,1400.000,,,,,,,,,,,,1523.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.000,,,1599.000,,,,,,,,,,,,,,,,,1613.000,,,,,1675.000,1695.000,1695.000,1695.000,1675.000,,,,1700.000,,1663.000,1725.000,,1713.000,,,
Ridgewood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,2025.000,2025.000,2025.000,,,,,,,,,,,,,,,,,,,,,,,,,,1600.000,1600.000,,,1525.000,,,,,,1600.000,1675.000,1950.000,1900.000,2000.000,1900.000,1800.000,1788.000,1799.000,1695.000,1600.000,1700.000,1750.000,1725.000,1793.000,1833.000,1900.000,1850.000,1850.000,1850.000,1800.000,1800.000,1775.000,1799.000,1800.000,1800.000,1745.000,1850.000,1975.000,2000.000,1970.000,1900.000,1898.000,1875.000,2060.000,2000.000,1850.000,1873.000,1900.000,1900.000,2050.000,2230.000,2000.000,1908.000,1875.000,1898.000,1985.000,1961.000,1950.000,1900.000,2000.000,1900.000,1999.000,1950.000,1900.000,1850.000,1800.000,1900.000,2000.000,2250.000,2049.000,1999.000,2000.000,1913.000,1859.000,1900.000,1850.000,1950.000,1900.000,1900.000,1875.000,1813.000,1899.000,2000.000,2050.000,2000.000,1999.000,2100.000,2050.000,2100.000,2250.000,2100.000,2050.000,2148.000,2200.000,2299.000,2400.000,2500.000,2500.000,2600.000,2700.000
Riverdale,Bronx,neighborhood,1500.000,1500.000,1500.000,1450.000,1475.000,1500.000,1450.000,,,1475.000,1500.000,1500.000,1475.000,1450.000,1575.000,1550.000,1550.000,1475.000,1550.000,1450.000,1463.000,1475.000,1500.000,1450.000,1450.000,1450.000,1495.000,1525.000,1500.000,1500.000,1573.000,1550.000,1500.000,1500.000,1525.000,1550.000,1550.000,1600.000,1625.000,1600.000,1625.000,1600.000,1600.000,1588.000,1650.000,1650.000,1650.000,1650.000,1600.000,1600.000,1650.000,1698.000,1700.000,1700.000,1795.000,1663.000,1825.000,1738.000,1800.000,1799.000,1799.000,1838.000,1878.000,1800.000,1800.000,1813.000,1800.000,1825.000,1825.000,1800.000,1850.000,1825.000,1800.000,1775.000,1800.000,1825.000,1840.000,1800.000,1800.000,1788.000,1795.000,1773.000,1850.000,1850.000,1813.000,1795.000,1800.000,1825.000,1800.000,1800.000,1800.000,1800.000,1795.000,1763.000,1750.000,1875.000,1800.000,1800.000,1875.000,1875.000,1849.000,1875.000,1850.000,1850.000,1850.000,1800.000,1818.000,1899.000,1867.000,1850.000,1875.000,1850.000,1850.000,1900.000,1900.000,1900.000,1909.000,1900.000,1852.000,1890.000,1925.000,1850.000,1850.000,1850.000,1863.000,1900.000,1925.000,1999.000,1935.000,1925.000,1925.000,1925.000,1913.000,1900.000,1900.000,1915.000,1940.000,1938.000,1895.000,1950.000,1995.000,2075.000,2036.000,2000.000,2100.000,2100.000,2100.000,2095.000,2065.000,2288.000,2275.000,2200.000,2138.000,2150.000
Rockaway All,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.000,1300.000,,,1350.000,1425.000,1348.000,1345.000,1345.000,1350.000,1400.000,1350.000,1375.000,,,,1425.000,1450.000,,1550.000,1595.000,1550.000,1675.000,1700.000,1655.000,1603.000,1655.000,1565.000,,,,1699.000,1699.000,,1672.000,1647.000,1499.000,1488.000,,1585.000,,,1600.000,1599.000,1650.000,1600.000,1650.000,1600.000,1670.000,1695.000,1700.000,1695.000,1650.000,1650.000,1625.000,1617.000,1625.000,1625.000,1650.000,1600.000,1750.000,1750.000,1600.000,1600.000,1663.000,1639.000,1639.000,1750.000,1603.000,1614.000,1626.000,1699.000,1775.000,1787.000,1749.000,1674.000,1600.000,1649.000,1748.000,,,,,1882.000,1899.000,1865.000,1775.000,1712.000,1863.000,1912.000,1899.000,1950.000,1949.000,,2000.000,2124.000
Roosevelt Island,Manhattan,neighborhood,,2185.000,2162.000,2300.000,2169.000,2169.000,2169.000,2300.000,2308.000,2325.000,2300.000,2300.000,2300.000,2238.000,2275.000,2401.000,2488.000,2463.000,,,2595.000,2700.000,2700.000,2798.000,,,,,3000.000,2873.000,2900.000,2950.000,2813.000,2775.000,2525.000,2613.000,2700.000,,2900.000,3000.000,2700.000,2700.000,2748.000,3073.000,2795.000,2795.000,2695.000,3198.000,3195.000,2973.000,2850.000,2695.000,3073.000,2995.000,2995.000,2995.000,2900.000,2573.000,2650.000,2800.000,2800.000,2800.000,2725.000,2995.000,2918.000,2898.000,3238.000,3223.000,2658.000,2579.000,2773.000,3000.000,3100.000,3100.000,3100.000,2950.000,3200.000,3261.000,3100.000,3100.000,3095.000,2850.000,2659.000,2738.000,2775.000,3043.000,2725.000,2900.000,3000.000,3295.000,3300.000,3268.000,2827.000,2800.000,2800.000,2550.000,2550.000,2632.000,2775.000,2842.000,3175.000,3078.000,3088.000,2950.000,2760.000,2624.000,2627.000,2725.000,2725.000,2750.000,3240.000,3168.000,2962.000,3355.000,3175.000,3295.000,3200.000,3478.000,3000.000,2850.000,2935.000,3122.000,3092.000,3061.000,3012.000,3046.000,2998.000,3000.000,3048.000,2900.000,2991.000,2823.000,2700.000,2821.000,2700.000,2900.000,3117.000,3200.000,3288.000,3290.000,3297.000,3395.000,3466.000,3629.000,3559.000,3495.000,3397.000,3490.000,3638.000,3891.000,3712.000,3711.000,3595.000,3612.000
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,,1175.000,,,,,,,,,,,1249.000,1250.000,1275.000,1300.000,1250.000,1250.000,1350.000,1263.000,1400.000,1313.000,1350.000,1400.000,1450.000,1400.000,1325.000,1338.000,1400.000,1300.000,1438.000,1400.000,1500.000,1400.000,1400.000,1400.000,1400.000,1400.000,1425.000,1475.000,1400.000,1400.000,1395.000,1400.000,1375.000,1400.000,1473.000,1388.000,1350.000,1350.000,1425.000,1463.000,1500.000,1450.000,1400.000,1400.000,1400.000,1500.000,1475.000,1483.000,1450.000,1400.000,1500.000,1500.000,1500.000,1550.000,1550.000,1550.000,1550.000,1538.000,1550.000,1525.000,1500.000,1600.000,1597.000,1575.000,1550.000,1550.000,1550.000,1593.000,1625.000,1600.000,1600.000,1595.000,1600.000,1635.000,1650.000,1600.000,1600.000,1675.000,1695.000,1650.000,1698.000,1675.000,1695.000,1685.000,1695.000,1650.000,1645.000,1683.000,1699.000,1650.000,1650.000,1650.000,1650.000,1650.000,1650.000,1700.000,1695.000,1699.000,1675.000,1697.000,1695.000,1700.000,1717.000,1750.000,1700.000,1695.000,1697.000,1695.000,1700.000,1700.000,1700.000,1775.000,1700.000,1750.000,1750.000,1770.000,1700.000,1700.000,1713.000,1650.000,1695.000,1650.000,1650.000,1692.000,1675.000,1650.000,1650.000,1718.000,1738.000,1750.000,1700.000,1700.000,1725.000,1735.000,1750.000,1700.000,1750.000,1750.000,1750.000,1846.000,1800.000,1920.000
Soho,Manhattan,neighborhood,3000.000,3000.000,3000.000,3100.000,2900.000,3048.000,3200.000,2950.000,3425.000,3000.000,3125.000,3651.000,3000.000,3000.000,2845.000,3198.000,3200.000,3800.000,4000.000,3800.000,3800.000,3500.000,3700.000,3800.000,3850.000,3850.000,3950.000,4125.000,3975.000,3645.000,3448.000,3195.000,4000.000,3525.000,3247.000,3750.000,3850.000,3250.000,3375.000,3700.000,3295.000,3300.000,2995.000,3306.000,3725.000,3450.000,3400.000,3150.000,3200.000,3500.000,3100.000,3300.000,3400.000,3500.000,3495.000,3000.000,3248.000,3550.000,3500.000,3250.000,3450.000,3250.000,3500.000,3495.000,3773.000,3850.000,3525.000,3300.000,3613.000,3475.000,3400.000,3395.000,3323.000,3295.000,3650.000,3700.000,3550.000,3300.000,3250.000,3150.000,3400.000,3500.000,3350.000,3373.000,3325.000,3200.000,3448.000,3600.000,3538.000,3400.000,3395.000,3109.000,3109.000,3195.000,3445.000,3500.000,3405.000,3600.000,3600.000,3595.000,3200.000,3200.000,3225.000,3498.000,3450.000,3995.000,3948.000,3725.000,3700.000,3300.000,3875.000,3758.000,3685.000,3695.000,3575.000,3600.000,3750.000,3750.000,3750.000,4000.000,3800.000,3723.000,4000.000,4000.000,3485.000,3450.000,3495.000,3530.000,3350.000,3070.000,3000.000,3300.000,3000.000,3000.000,2795.000,2900.000,3000.000,3498.000,3800.000,3500.000,3638.000,4100.000,6098.000,5500.000,4500.000,4148.000,3995.000,4350.000,4550.000,4148.000,4675.000,4600.000,4800.000,4425.000
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.000,1263.000,1300.000,1363.000,1288.000,1275.000,1275.000,1275.000,1250.000,1275.000,1350.000,,1425.000,,,,,,,,,,1425.000,1450.000,,,,1413.000,1400.000,,,,,,,,,,,1500.000,,,,,,,,,1425.000,1425.000,,,,,,1497.000,1525.000,1575.000,,,,,,,,,,,,,,,1630.000,,,,,,,,,,,,,,1623.000,,,,,,,,
